9.870158076406789860e+02,5.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.000000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,1.150000000000000000e+03,4.000000000000000000e+00
2.327628557313209967e+03,7.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,5.000000000000000000e-01,2.999999999999999889e-01,5.000000000000000000e-01,3.000000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+00,1.050000000000000000e+03,4.000000000000000000e+00
8.787249115357161600e+02,6.000000000000000000e+01,4.500000000000000111e-01,5.000000000000000000e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.999999999999999778e-01,3.500000000000000000e+02,3.000000000000000000e+01,2.000000000000000000e+00,1.050000000000000000e+03,3.000000000000000000e+00
9.578784949304086922e+02,8.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.000000000000000222e-01,3.500000000000000000e+02,2.000000000000000000e+01,2.000000000000000000e+00,1.150000000000000000e+03,3.000000000000000000e+00
2.136552806338884693e+03,7.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,5.999999999999999778e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.500000000000000000e+02,4.500000000000000000e+01,2.000000000000000000e+00,1.250000000000000000e+03,3.000000000000000000e+00
3.656051334881595267e+03,8.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,5.999999999999999778e-01,4.000000000000000222e-01,4.000000000000000222e-01,3.500000000000000000e+02,4.500000000000000000e+01,2.000000000000000000e+00,1.250000000000000000e+03,3.000000000000000000e+00
8.970184749868005838e+02,6.000000000000000000e+01,3.499999999999999778e-01,5.000000000000000000e-01,4.000000000000000222e-01,5.000000000000000000e-01,4.000000000000000222e-01,3.000000000000000000e+02,4.500000000000000000e+01,2.000000000000000000e+00,1.150000000000000000e+03,2.000000000000000000e+00
8.740031923615575806e+02,7.000000000000000000e+01,2.500000000000000000e-01,5.999999999999999778e-01,2.999999999999999889e-01,4.000000000000000222e-01,2.999999999999999889e-01,3.500000000000000000e+02,4.500000000000000000e+01,2.000000000000000000e+00,1.050000000000000000e+03,2.000000000000000000e+00
1.250717656080930738e+03,7.000000000000000000e+01,3.499999999999999778e-01,4.000000000000000222e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.000000000000000000e-01,3.500000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+00,1.050000000000000000e+03,4.000000000000000000e+00
8.907241280349977615e+02,6.000000000000000000e+01,3.499999999999999778e-01,5.000000000000000000e-01,4.000000000000000222e-01,4.000000000000000222e-01,5.000000000000000000e-01,3.500000000000000000e+02,4.000000000000000000e+01,2.000000000000000000e+00,1.250000000000000000e+03,2.000000000000000000e+00
